idpiso,"imagen","descripcion",orden
1199,"dormitorio_1.JPG","Dormitorio 1",4
1199,"dormitorio_21.JPG","Dormitorio 2",3
1199,"dormitorio_3.JPG","Dormitorio 3",5
1199,"cocina_22.JPG","Cocina",6
1199,"baño_12.JPG","Baño 1",7
1199,"baño_2.JPG","Baño 2",8
2052,"CIMG8201.JPG","DORMITORIO 1",3
1191,"IMG-20130724-WA0000.jpg","Salon",2
1191,"IMG-20130724-WA0001.jpg","Salon",3
1191,"IMG-20130724-WA0002.jpg","Entrada",1
1191,"IMG-20130724-WA0003.jpg","cocina",4
1191,"IMG-20130724-WA0004.jpg","cocina",5
1191,"IMG-20130724-WA0005.jpg","habitacion",6
1191,"IMG-20130724-WA0006.jpg","cocina",7
1191,"IMG-20130724-WA0007.jpg","habitacion",9
1191,"IMG-20130724-WA0008.jpg","habitacion",10
1191,"IMG-20130724-WA0009.jpg","baño",8
1206,"piso1.jpg","cocina",1
1206,"piso_3.jpg","Edificio",2
1206,"GetAttachment.jpg","habitación",3
1206,"piso2.jpg","Salón",4
1206,"piso4.jpg","terraza",5
1206,"piso_5.jpg","baño 1",6
2052,"IMG_20170819_143458.jpg","DORMITORIO2",4
1203,"582.jpg","Dormitorio",4
1821,"IMG-20170627-WA0013.jpg","Habitación",3
1203,"560.jpg","salon",3
1978,"IMG_3461.JPG","BAÑO",4
1978,"IMG-20150629-WA0013.jpg","HAB 2",3
1776,"DSC_1025.JPG","BAÑO",4
1203,"569.jpg","baño",2
1203,"551.jpg","Cocina",1
1978,"IMG_3490.JPG","COCINA",2
2052,"CIMG8199.JPG","COCINA",1
2052,"CIMG8198.JPG","CUARTO DE BAÑO",2
367,"112.jpg","COCINA",4
367,"DSC00681.JPG","SALON2",3
367,"32.jpg","PASILLO",2
367,"23.jpg","FACHADA",1
1212,"CIMG1002.JPG","HABITACION",1
1212,"CIMG1004.JPG","SALON",2
1212,"CIMG1006.JPG","COCINA",3
1212,"CIMG1008.JPG","HABITACION",4
1221,"DSC_0852.jpg","habitación 1",1
1221,"DSC_0853.jpg","habitación 1",2
2084,"DSC01393.JPG","habitación 1",4
2084,"DSC01401.JPG","cocina",3
2084,"DSC01397.JPG","Habitacion principal",2
1215,"piso_torquemada_060.jpg","salon",1
1215,"piso_torquemada_061.jpg","dormitorio",2
1215,"piso_torquemada_062.jpg","cocina",3
1215,"piso_torquemada_064.jpg","baño",4
1215,"piso_torquemada_067.jpg","dormitorio",5
1215,"piso_torquemada_072.jpg","Av. principal",6
1215,"piso_torquemada_048.jpg","dormitorio",7
1215,"piso_torquemada_066.jpg","sillon salon",8
1215,"piso_torquemada_073.jpg","escritorio dormitorio",9
1221,"DSC_0854.jpg","cocina",3
1221,"DSC_0855.jpg","cocina",4
1221,"DSC_0858.jpg","baño",5
1221,"DSC_0859.jpg","baño (ducha)",6
1221,"DSC_0861.jpg","salón",7
1221,"DSC_0864.jpg","salón",8
1221,"DSC_0865.jpg","habitación 2",9
1221,"DSC_0866.jpg","habitación 2",10
1221,"DSC_0867.jpg","galería",11
1221,"DSC_0871.jpg","vistas desde galería (salón), habitación 2 y 3",12
1221,"DSC_0873.jpg","habitación 3",13
1221,"DSC_0880.jpg","pasillo",14
669,"P1210069.JPG","SALON",1
1343,"green-room.jpg","Habitacion ",5
2097,"WhatsApp_Image_2018-08-22_at_18_02_28_(1).jpeg","Cocina1",3
2094,"IMG_20180729_114811_205.jpg","animal de compañia",5
2094,"IMG_20180729_113929_764.jpg","salon",2
2094,"IMG_20180729_114128_540.jpg","cocina",3
2094,"IMG_20180729_153630_328.jpg","baño ",4
1343,"campus-map.jpg","mapa de zona",7
1343,"r1-beige-room-photo.jpg","Habitacion ",4
1772,"Cocina_-_copia.JPG","Cocina 1",5
1285,"DSCN0024.JPG","pista de tenis",2
1285,"DSCN0029.JPG","cocina",3
1285,"DSCN0033.JPG","salon comedor 1",4
1285,"DSCN0022.JPG","piscina",1
1240,"20072012063.jpg","Cocina",1
1240,"20072012065_(1).jpg","Salon",2
1236,"DSC_0003.jpg","baño",3
1236,"DSC_0005.JPG","cocina",4
1236,"DSC_00091.jpg","hab1",1
1236,"DSC_00131.JPG","salon",5
1236,"DSC_00171.JPG","hab2",2
1236,"DSC_00231.jpg","entrada",6
1239,"DSC036091.JPG","salón",1
1239,"DSC036081.JPG","salón",2
1239,"DSC036051.JPG","dormitorio",3
1239,"DSC036001.JPG","armario",4
1239,"DSC035971.JPG","dormitorio",5
1239,"DSC036071.JPG","cocina",6
1239,"DSC036121.JPG","baño",7
1240,"20072012068.jpg","Habitacion dispònible",3
1240,"20072012062.jpg","cocina",4
1240,"20072012067.jpg","baño",5
1240,"20072012070.jpg","Habitacion dispònible",6
661,"IMG_5925.JPG","baño",2
661,"IMG_5917.JPG","habitación 1",1
2066,"P10200061.JPG","baño",3
2066,"P1020013.JPG","habitacion-1",4
2066,"P1020001.JPG","habitación-2",5
2066,"P1010995.JPG","Salón",6
2067,"50-VQ12W.jpg","",1
2067,"dyzZ7pUe.jpg","",2
2067,"GaPZ1WSZ.jpg","",3
2067,"LY-XqnKN.jpg","",4
2067,"M40RnqGx.jpg","",5
2063,"2_habitac.jpg","Habitación 1",3
2068,"Hb_grande_edited_37.jpg","Hab 1",2
2068,"Hb_calle_edited_25.jpg","Hab 2",1
2068,"SALON4.jpg","Salon",3
2068,"BAÑO1.jpg","Baño",4
2068,"COCINA2.jpg","Cocina",5
2068,"SALON5.jpg","",6
2072,"pexels-photo-106399.jpg","Foto",1
2069,"31950175_10157585483634569_2147042898456084480_n.jpg","salón",5
2069,"32130557_10157585484049569_6384011746364882944_n3.jpg","Salón",1
2069,"32169137_10157585484014569_6557665494709567488_n1.jpg","baño 2",2
2069,"31969810_10157585483924569_2958374487097081856_n.jpg","baño1",3
2069,"32116983_10157585483829569_3086546507462082560_n.jpg","habitación 1",4
1246,"DSC_2999.JPG","Habitacion",9
1246,"DSC_2998.JPG","Habitación",8
1246,"DSC_29981.JPG","Habitación",7
1246,"DSC_1210.JPG","Baño",6
1246,"DSC_1213.JPG","Cocina mesa",5
1247,"2013-08-23_18.20_.14_.jpg","salon",3
1247,"2013-08-23_18.20_.54_.jpg","entrada",2
1247,"2013-08-23_18.21_.05_.jpg","cocina",4
1247,"2013-08-23_18.19_.57_.jpg","baño 1 ",5
1247,"2013-08-23_18.19_.35_.jpg","baño 2",6
1247,"2013-08-23_18.19_.08_.jpg","habitación 1 ( no sale en la foto el armario de 3 cuerpos)",7
1247,"2013-08-23_18.18_.31_.jpg","habitacion 2",8
1319,"IMG_20130813_100059.jpg","Habitación",2
1248,"IMG_1703.jpg","Salon",1
1248,"IMG_1686.jpg","Cocina",2
1248,"IMG_1709.jpg","Vistas",3
1248,"IMG_1672.JPG","Habitación individual",4
1248,"IMG_1696.jpg","Habitación individual",5
1248,"IMG_1665.jpg","Baño",6
1248,"IMG_1702.jpg","Comedor",7
1248,"IMG_1688.jpg","Hall y pasillo",8
1124,"Foto0253.jpg","baño",3
1124,"Foto0254.jpg","salón",4
1124,"Foto0258.jpg","portal",5
1124,"Foto0260.jpg","portal",6
1254,"Salon1.JPG","Con televisión, sofá, mesa y sillas",2
1254,"Habitación.JPG","3 Habitaciones luminosas",3
1257,"DSC_0133.jpg","Cocina grande con despensa",3
1257,"DSCN1130.JPG","Habitación grande, armario vestidor grande",1
1257,"DSCN1855.JPG","Salón comedor grande y terraza",2
1257,"DSC_0128.jpg","habitación mediana cama grande",4
1257,"DSC_0130.jpg","habitacion mediana, cama pequeña",5
1257,"DSCN1856.JPG","salón comedor 2",6
1255,"DSCF8633.JPG","Salón comedor",1
809,"SALON_21.JPG","salon",1
1255,"DSCF8628.JPG","2º habitación",3
458,"salon15.JPG","salon.JPG",1
458,"dormitorio3.JPG","dormitorio.JPG",2
458,"cocina29.JPG","cocina.JPG",3
458,"baño9.JPG","baño.JPG",4
1260,"20130827_182515.jpg","ENTORNO DEL PISO",1
1260,"20130827_1825151.jpg","ENTORNO DEL PISO",2
1260,"20130827_182631.jpg","FACHADA ",3
1260,"20130827_184103.jpg","HABITACION",4
1260,"20130827_183146.jpg","COCINA",5
1260,"20130827_183915.jpg","HABITACION",6
1260,"20130827_183628.jpg","BAÑO",7
1260,"IMGP8910.JPG","HABITACION",8
1260,"20130827_183821.jpg","VISTAS HABITACION",9
2074,"IMG-20180627-WA00061.jpg","",5
2077,"Foto0180.jpg","",1
1279,"030920131.jpg","salon",1
1045,"CIMG0720.JPG","habitación individual",2
1265,"Copia_de_20130905_090243.jpg","Salón",1
1265,"20130905_090037.jpg","Salón",2
1265,"20130905_090444.jpg","Comedor",4
1265,"20130905_090618.jpg","Pasillo",5
1265,"20130905_090637.jpg","Pasillo",6
1265,"20130905_085714.jpg","Cocina",7
1265,"20130905_085538.jpg","Cocina",8
1265,"20130905_085513.jpg","Cocina y Galería ",9
1265,"20130905_084905.jpg","Baño mas pequeño",10
1265,"20130905_084836.jpg","Baño mas pequeño",11
1265,"Copia_de_20130905_085022.jpg","Baño grande",12
1265,"Copia_de_20130905_090343.jpg","Comedor",3
1964,"IMG-20170610-WA0010.jpg","dormitorio 1",4
1267,"IMG_3816.JPG","salón",1
1267,"IMG_3815.JPG","salón",2
1267,"IMG_3821.JPG","habitación matrimonio",3
1267,"IMG_3820.JPG","habitación matrimonio",4
1267,"IMG_3813.JPG","habitación individual",5
1267,"IMG_3814.JPG","habitación individual",6
1267,"IMG_3812.JPG","habitación individual",7
1267,"IMG_3817.JPG","cocina",8
1267,"IMG_3819.JPG","cocina",9
1267,"IMG_3808.JPG","galeria",10
1336,"image25.jpg","Cocina",5
1336,"image24.jpg","Habitación",4
1177,"P9085168.JPG","Terraza cocina",1
1177,"P9085169.JPG","Cocina",2
1177,"P9085170.JPG","Cocina",3
1177,"P9085171.JPG","Entrada",4
1177,"P9085172.JPG","Entrada",5
1177,"P9085173.JPG","Entrada",6
1177,"P9085175.JPG","Baño",7
1177,"P9085176.JPG","Baño",8
1177,"P9085177.JPG","Baño",9
1177,"P9085178.JPG","Salón",10
1177,"P9085179.JPG","Salón",11
1177,"P9085180.JPG","Salón",12
1177,"P9085181.JPG","Dormitorio 1",13
1177,"P9085182.JPG","Dormitorio 1",14
1177,"P9085183.JPG","Dormitorio 2",15
1177,"P9085184.JPG","Dormitorio 2",16
1177,"P9085185.JPG","Dormitorio 3",17
1177,"P9085186.JPG","Dormitorio 3",18
1177,"P9085187.JPG","Dormitorio 3",19
1177,"P9085188.JPG","Terraza dormitorios",20
1269,"IMAG2480.jpg","habitacion",3
1269,"IMAG2484.jpg","salon",1
1269,"IMAG2490.jpg","salon",2
1269,"IMAG2485.jpg","vista",7
1336,"image21.jpg","baño",1
1335,"DSC_4320_[].JPG","piso",5
1335,"DSC_4317_[].JPG","piso",4
1335,"DSC_4316_[].JPG","piso",3
1335,"DSC_4314_[].JPG","piso",2
1335,"DSC_4318_[].JPG","piso",1
1274,"IMG_2608[1].JPG","habitación",3
1274,"IMG_2609[1].JPG","habitación",4
1274,"IMG_2610[1].JPG","cocina",2
1274,"IMG_2611[1].JPG","salón",6
1274,"IMG_2612[1].JPG","baño",7
1274,"IMG_2613[1].JPG","habitación",5
1274,"IMG_2614[1].JPG","cocina",1
1276,"CIMG0597.JPG","Salon 1",1
1276,"CIMG0598.JPG","Salon 2",2
1276,"CIMG0599.JPG","Cocina",3
1276,"CIMG0604.JPG","Habitacion Principal",4
1276,"CIMG0601.JPG","Habitacion nº 2",5
1276,"CIMG06021.JPG","Habitacion nº 3",6
1276,"CIMG0603.JPG","Baño Principal",7
1276,"CIMG06001.JPG","Baño nº 2",8
1278,"P8280005.JPG","Edificio",1
1278,"P8280010.JPG","Dormitorio",2
1278,"P8280011.JPG","Cocina",3
1278,"P8280007.JPG","Cocina",4
1278,"P8280013.JPG","Baño",5
1278,"P8280016.JPG","Baño",6
1278,"P8280014.JPG","Pasillo",7
1278,"P8280018.JPG","Dormitorio",8
1278,"P9090025.JPG","Baño",9
1278,"P9090026.JPG","Baño",10
1278,"P9090036.JPG","Salón - Comedor",11
1279,"03092013(001).jpg","comedor",2
1279,"02092013(003).jpg","habitación 1",3
1279,"P7010095.JPG","baño1",4
1279,"02092013(001).jpg","habitación 2",5
1279,"P7010093.JPG","baño 2",6
1279,"P7010097.JPG","cocina",7
822,"plano_4_d.jpg","plano del piso",7
1285,"DSCN0034.JPG","comedor",5
2079,"1532100780435_fact_2.jpg","Baño",4
1922,"IMG_20170718_110929875_HDR3.jpg","Salon comedor",1
1284,"DSCN7677.JPG","cocina",1
1284,"DSCN7649.JPG","Habitacion pequeña",2
1284,"DSCN7650.JPG","Habitacion pequeña",3
1284,"DSCN7648.JPG","Armario empotrado",4
1284,"DSCN7651.JPG","Salon",5
1284,"DSCN7652.JPG","Salon",6
1284,"DSCN7654.JPG","Salon",7
1284,"DSCN7657.JPG","Habitacion grande",8
1284,"DSCN7660.JPG","Habitacion grande",9
1284,"DSCN7664.JPG","Habitacion grande",10
1284,"DSCN7666.JPG","Habitacion grande",11
1284,"DSCN7667.JPG","Habitacion grande",12
1284,"DSCN7668.JPG","Baño",13
1284,"DSCN7670.JPG","Baño",14
1284,"DSCN7672.JPG","Pasillo",15
1284,"DSCN7674.JPG","cocina",16
1284,"DSCN7676.JPG","cocina",17
1284,"DSCN7682.JPG","Galeria",18
1285,"DSCN0043.JPG","dormitorio",6
1285,"DSCN0050.JPG","dormitorio 2",7
1285,"DSCN0054.JPG","vistas",8
1289,"DSCF6508.JPG","dormitorio",1
1289,"DSCF6510.JPG","salon",3
1289,"DSCF6511.JPG","salon",4
1289,"DSCF6512.JPG","salon",5
1289,"DSCF6514.JPG","galeria",6
1289,"DSCF6515.JPG","cocina",7
1289,"DSCF6516.JPG","cocina",8
1289,"DSCF6519.JPG","dormitorio",10
1289,"DSCF6522.JPG","pasillo",11
1292,"IMG_20170709_1310271.jpg","habitación2",6
1256,"Portal_211.JPG","Portal ",1
1256,"Cocina_206.JPG","Cocina",2
1256,"Salón_209.JPG","Salón",3
2073,"foto7.jpg","",4
2065,"Salon1.png","Salon",4
2065,"bagno13.png","Bagno1",3
1922,"IMG_20170718_110929875_HDR4.jpg","ll",2
2066,"P1020006.JPG","Cocina",2
2064,"IMG_20180601_1612371.jpg","2",3
2064,"IMG_20180601_1612031.jpg","3",4
2064,"IMG_20180601_1627458.jpg","1",2
2064,"IMG_20180601_1609303.jpg","4",5
1292,"IMG_20170709_135457.jpg","habitación2",5
1292,"20140731_131038.jpg","baño",4
1292,"IMG_20170709_130908.jpg","habitación1",3
502,"IMG_1297.JPG","Habitacion simple",1
2104,"109.JPG",".",3
2103,"IMG_20180919_191512.jpg","baño 2",3
2104,"108.JPG","Habitacion",2
2104,"106.JPG","",1
2107,"Salón.jpg","Salón",2
1297,"Gráfic3.jpg","habitaciónI",1
1297,"Gráfico2.jpg","cocina",2
1297,"Gráfico5.jpg","baño",3
1297,"Casa_Labradores_005.jpg","comedor",4
1297,"Casa_Labradores_001.jpg","habitacionII",5
1298,"Comunión_de_Eva_(mayo_2013)_045.jpg","Habitación",1
1298,"Recibidor.jpg","Recibidor",2
1298,"Cocina5.jpg","Cocina",3
1298,"Baño3.jpg","Baño",4
998,"liquidacion_curso_1_015.jpg","baño",2
998,"liquidacion_curso_1_012.jpg","habitacion2",3
1871,"IMG_3316.JPG","dormitorio 2",5
1871,"IMG_3343.JPG","Terraza",4
1299,"IMG-20130813-WA0002.jpg","habitación",1
1299,"IMG-20130813-WA0000.jpg","Baño 1",2
1299,"IMG-20130813-WA0006.jpg","cocina",3
1299,"IMG-20130813-WA0008.jpg","Baño 2",4
1299,"IMG-20130813-WA0013.jpg","Salón",5
378,"fotos_bq_0691.jpg","COCINA",2
378,"fotos_bq_0711.jpg","BAÑO",1
378,"fotos_bq_0761.jpg","HABITACIÓN LIBRE",3
378,"fotos_bq_0781.jpg","HABITACIÓN LIBRE-TIENE MESA",4
378,"fotos_bq_0821.jpg","SALON",5
1300,"S31.jpg","Salón",1
1300,"S11.jpg","Salón",2
1300,"H1-11.jpg","Habitación 1",3
1300,"H1-21.jpg","Habitación 1",4
1300,"H2-1.jpg","Habitación 2",5
1300,"H2-22.jpg","Habitación 2",6
1300,"H3-11.jpg","Habitación 3",7
1300,"H3-21.jpg","Habitación 3",8
1300,"H3-31.jpg","Habitación 3",9
1300,"B11.jpg","Baño",10
1300,"B21.jpg","Baño",11
1300,"B4.jpg","Baño",12
1300,"P11.jpg","Pasillo - Hall",13
1300,"P21.jpg","Pasillo - Hall",14
1300,"C11.jpg","Cocina",15
1300,"C21.jpg","Cocina",16
1300,"C31.jpg","Cocina",17
1931,"55996fb22394c-2013-07-16-19-33-34.jpg","Cocina ",4
1931,"55996ea39e821-20150623-165146.jpg","Habitación",1
1047,"CAM00568.jpg","salon",11
1304,"IMAG0087.jpg","salon",2
1304,"IMAG0088.jpg","habitación2",3
1304,"IMAG0089.jpg","habitacion3",6
1304,"IMAG0090.jpg","baño",11
1304,"IMAG0091.jpg","entrada",10
1304,"20130904_163829.jpg","habitacion31",7
1304,"20130904_163736.jpg","habitacion21",4
1304,"20130904_163919.jpg","salon1",1
1332,"IMG_2807.JPG","Pasillo",1
1315,"2013-09-10_13.35_.05_.jpg","salón",1
1314,"CAM00065.jpg","salon",3
1314,"CAM00043.jpg","habitacion individual",1
1313,"DSC_00092.jpg","HABITACIÓN LIBRE",5
1313,"DSC_0008.jpg","SALÓN Y PASILLO",4
1313,"DSC_0007.jpg","SALÓN",3
1313,"IMG_8001.JPG","COCINA CON VITROCERÁMICA",2
1313,"IMG_79991.JPG","BAÑO CON PLATO DE DUCHA",1
1336,"image23.jpg","Salon",3
1336,"image22.jpg","Baño-ducha",2
1178,"FFotos-0045[1]fachada1.jpg","fachada",1
1315,"2013-09-10_13.37_.25_.jpg","cocina",3
1319,"IMG_20130813_100442.jpg","Cocina",3
1319,"IMG_20130813_100429.jpg","Salón",1
1319,"IMG_20130813_100419.jpg","Salón y puerta de patio",4
1054,"SANY0676.JPG","Habitación 3",3
1328,"01_Exterior_B.jpg","Exterior_B",1
1328,"06_Hall_entrada_B.jpg","Hall_entrada",4
1328,"07_Cocina_B.jpg","Cocina_1",5
1328,"09_Cocina_B.jpg","Cocina_2",6
1328,"11_Salon_02_B.jpg","Salón_02",7
1328,"12_Salon_03_B.jpg","Salón_1",8
1328,"13_Habilación_1ª_B.jpg","Habilación_1ª",9
1328,"14_Habilación_1ª_B.jpg","Habilación_1ª_B",10
1328,"15_Habilación_2ª_B.jpg","Habilación_2ª",12
1328,"17_Habilación_2ª_B.jpg","Habilación_2ª_B",13
1304,"20130829_1505451.jpg","habitacion1",9
1328,"21_Tendedero_B.jpg","Tendedero",16
1328,"03_Parcela_interior_B.jpg","Parcela_interior",3
1328,"04_Calle_peatonal_parque_B.jpg","Calle_peatonal",2
1328,"05_Portal_2_ascensores_B.jpg","Portal",15
1329,"IMG_5342.JPG","cocina a estrenar",1
1329,"IMG_5347.JPG","escritorio",2
1333,"20130815_1811381.jpg","Cocina terraza",2
1333,"20130815_1810032.jpg","Cocina frontal",1
1333,"20130815_1813301.jpg","Cocina parte trasera",3
1333,"20130815_181429.jpg","Baño bañera y ducha",4
1333,"20130815_181510.jpg","Baño, lavabo",5
1333,"20130815_181631.jpg","Salón mueble frontal",6
1333,"20130815_181656.jpg","Salón sofa y mesa",7
1333,"20130815_181829.jpg","Habitación 1, cama",8
1333,"20130815_181926.jpg","Habitación 1, mesa de estudio",9
1333,"20130815_182025.jpg","Habitación 1, armario",10
1333,"20130815_182112.jpg","Habitación 2, cama",11
1333,"20130815_182058.jpg","Habitación 2, mesa de estudio",12
1333,"20130815_182320.jpg","Habitación 3, cama",13
1333,"20130815_182332.jpg","Habitación 3, mesa de estudio",14
1333,"20130815_182355.jpg","Habitación 3, armario",15
1333,"20130815_182626.jpg","Pasillo 1",16
1333,"20130815_182657.jpg","Pasillo 2, entrada",17
1333,"20130815_183053.jpg","Entrada vivienda",18
1333,"20130815_183334.jpg","Entrada portal",19
1329,"IMG_5345.JPG","habitacion 2",3
1329,"IMG_5353.JPG","salon",4
1329,"IMG_5382.JPG","salon",5
1343,"kitchen1.jpg","Cocina",9
1343,"bathroom1.jpg","Baño",10
1343,"bathroom2.jpg","Baño",11
1343,"wifi-blue.jpg","WIFI",8
1343,"white-room-photo1.jpg","Habitacion",6
1343,"corridor.jpg","hall",12
1344,"IMAG0721.jpg","habitacion 1",1
1344,"IMAG0706.jpg","habitacion 2",2
1344,"IMAG0709.jpg","habitacion 3",3
1344,"IMAG0720.jpg","salon",4
1344,"IMAG0724.jpg","salon.",5
1344,"IMAG0920.jpg","COCINA",6
1346,"dormitorio1.jpg","dormitorio",1
1346,"baño11.jpg","baño",3
1346,"salón1.jpg","salón",4
1347,"IMG_2837.JPG","Salón",1
1347,"IMG_2836.JPG","Salón",2
1347,"IMG_2839.JPG","Salón",3
1348,"20131110_121509.jpg","Cocina",1
1349,"SALON_(1).JPG","SALON 2",2
1349,"SALON_(2)2.JPG","SALON 2",1
1349,"DORMITORIO_(A-2)1.JPG","DORMITORIO",8
1349,"DORMITORIO_(A_1)1.JPG","DORMITORIO",7
1349,"DORMITORIO_(2)1.JPG","DORMITORIO",6
1349,"DORMITORIO_(1)2.JPG","DORMITORIO",5
1349,"COCINA_(2)1.JPG","COCINA",4
1349,"COCINA_(1)1.JPG","COCINA",3
1349,"DORMITORIO_(B-1)1.JPG","DORMITORIO",9
1349,"DORMITORIO_(B-2)1.JPG","DORMITORIO",10
1349,"BAÑO_(1).JPG","BAÑO",11
1349,"BAÑO_(3).JPG","BAÑO",12
2100,"DSC_0030.JPG","Terraza",1
1169,"20160927_120032.jpg","baño amplio",2
1348,"20131110_121544.jpg","Dormitorio",4
1348,"20131110_121703.jpg","Dormitorio",5
502,"IMG_1298.JPG","Habitacion simple",2
502,"IMG_1299.JPG","Baño",3
502,"IMG_1304.JPG","Cocina",4
502,"IMG_1307.JPG","Cocina",5
502,"P10-07-09_18.10_.JPG","Salon",6
502,"P10-07-09_18.11[01]_.JPG","Salon",7
502,"IMG_1943.JPG","Calle",8
502,"IMG_1942.JPG","Vista del piso",9
1087,"otoño2010_919.jpg","vista exterior",1
2063,"4habitac.jpg","Habitación 3",2
2061,"845457A5-DB7E-4492-8E22-87E9466768A5.jpeg","Habitación ",4
2059,"030031551.jpg","Habitación individual",1
2060,"P6262232.JPG","habitación",1
2060,"P62622341.JPG","salón",2
2060,"2012-06-30_19.29_.56_.jpg","cocina",3
2061,"1C32CCB6-3F7D-4B6D-93AB-F6AC82BB8106.jpeg","Cocina",3
2061,"1B9D65EA-2009-426D-A53D-3CDDD86D17E3.jpeg","Pasillo",2
2061,"B3B393DE-C810-440C-A296-63D21193D69B.jpeg","Salón ",1
1061,"IMG_0707.JPG","habitacion 3",4
1061,"IMG_0706.JPG","habitacion 3",5
1061,"IMG_0718-1.jpg","cocina",1
1061,"IMG_0720.JPG","cocina",6
1061,"IMG_0704.JPG","baño",7
2077,"Foto0184.jpg","",3
2081,"IMG-20180723-WA0055.jpg","Dormitorio 1",1
2081,"IMG-20180723-WA0054.jpg","Dormitorio 2",2
2081,"IMG-20180723-WA0048.jpg","Baño",3
1151,"20150830_184440.jpg","Habitacion simple",5
487,"DSC00708_-_copia.JPG","habitacion1",1
487,"DSC00709.JPG","habitacion2",2
487,"DSC00710.JPG","habitacion3",3
487,"DSC00701.JPG","baño",4
487,"DSC00702.JPG","cocina",5
487,"DSC00704.JPG","sala",6
1432,"00_020.jpg","HABITACION 3",15
1432,"plano2_copia.jpg","localización",14
1432,"Imagen128.jpg","baño",13
1432,"5_013.jpg","dormitorio 8",12
1432,"5_014.jpg","dormitorio 7",11
1432,"5_056.jpg","baño 2",10
1432,"5_055.jpg","baño 1",9
1432,"5_044.jpg","cocina 4",8
1432,"5_043.jpg","cocina 3",7
1321,"DSCN1242.JPG","Dormitorio 2",7
1321,"DSCN1254.JPG","Dormitorio 3",6
1321,"DSCN1243.JPG","dormitorio 2",5
1321,"DSCN1240.JPG","Dormitorio 1",4
1321,"DSCN1261.JPG","Detalle salón",3
1321,"DSCN1258.JPG","Detalle salón",2
2112,"Screenshot_2018-11-25_19_44_55.png","Edificio",6
2113,"2012-06-22_20_58_22.jpg","",1
2113,"2012-06-22_20_56_24.jpg","",3
2113,"2012-06-22_20_55_51.jpg","",4
1275,"image1_[100169].JPG","HABITACION INDIVIDUAL",6
1998,"dormitorio1_3.jpeg","Dormitorio 1",7
1998,"dormitorio2_1.jpeg","Dormitorio 2",6
1275,"valladolid-salón2_-_copia_-_copia.JPG","salón",5
1577,"Piso1.jpg","Cocina",1
1577,"IMG_20140907_135213.jpg","Habitación 3",5
359,"IMG_1835.JPG","Salón",4
1577,"IMG_20140907_135052.jpg","Habitación 2",4
1178,"FFotos-0045[1]fachada2.jpg","fachada",2
1178,"IMG3351.jpg","cocina",3
1178,"IMG332.jpg","habitación",4
2099,"galicia_octubre_09_001.jpg","baño",4
2100,"DSC_0032.JPG","Cocina",2
2100,"DSC_0033.jpg","Baño",3
2100,"DSC_0041.JPG","Salón",4
2100,"DSC_0030.JPG","Terraza",5
2099,"castillos_010.jpg","exterior",3
2094,"IMG_20180722_194128_890.jpg","habitación individual",1
2097,"WhatsApp_Image_2018-08-22_at_18_02_26_(1).jpeg","Baño",2
1848,"20150825_192954.jpg","baño",4
1848,"20150825_200636.jpg","Habitacion",3
2088,"Habitación_1.JPG","Habitación 1",1
1717,"IMG-20180823-WA0005.jpg","Salón",2
1350,"pipflext.jpg","",4
1350,"pa_flor_dorm_2_poner_esta_11.JPG","",3
1595,"210.jpg","cocina",2
1595,"128.jpg","Salon",1
1811,"20150702_164346.jpg","Cocina con terraza",5
684,"SAM_0825.JPG","Baño",1
2057,"DSC029522.JPG","Salon",1
1599,"IMG_20170711_105842.jpg","sala",5
1599,"IMG_20170711_110241.jpg","cocina",4
1599,"Hab_3_(1).JPG","habitación 3",3
1599,"Hab_2_(1).JPG","habitación 2",2
1599,"hab_1_(2).JPG","habitación 1",1
2099,"03.jpg","cocina",2
1601,"hab_peque_ju_maria_la_mejor.JPG","habitacion libre",5
1595,"IMG-20180410-WA0024.jpg","un baño",4
1595,"IMG-20180410-WA0012.jpg","una habitación",3
1811,"20150702_164357.jpg","Cocina",4
1811,"20150702_164015.jpg","Habitación",2
1811,"20150702_164525.jpg","salón ",1
411,"IMG_20160724_1803311.jpg","Cocina",8
2081,"IMG-20180723-WA0050.jpg","Cocina",6
1625,"IMG_0333.JPG","vista 1 de baño",6
1625,"IMG_03361.JPG","baño",5
1625,"IMG_4076.JPG","vista 1 de cocina",4
1776,"dorm3.4_.jpg","HABITACION",3
1625,"IMG_0339.JPG","dormitorio principal, cama 150cm con aire acondici",3
1625,"IMG_00651.JPG","vista parcial de la zona salón",2
1625,"IMG_0060.JPG","Terraza zona abierta",1
1752,"20160330_114514.jpg","habit 2",2
1752,"20160330_115945.jpg","Cocina1",4
1752,"20160330_125535.jpg","Baño",1
1047,"CAM005541.jpg","habitacion",14
1772,"Dormitorio_3_-_copia.JPG","Dormitorio 3",2
1772,"Dormitorio_2_-_copia.JPG","Dormitorio 2",1
1772,"Dormitorio_4_-_copia.JPG","Dormitorio 3",3
1772,"Baño_1_-_copia.JPG","Baño",4
1752,"20160330_123434.jpg","habit1",5
2081,"IMG-20180723-WA0051.jpg","Dormitorio 3",5
1601,"coci.j_.m_.1to_3.JPG","cocina",4
2036,"219.jpg","baño principal",2
2036,"413.jpg","salón de la casa, posee tambien mesa de comedor con 4 sillas, al ser tan amplio en una foto no entra y el maximo permitido son 5 por lo que si quereis ver todas os las mando encantada.",3
